hhmem_number;male_adults_over_65;female_adults_over_65;male_adults_15_65;female_adults_15_65;male_children_5_14;female_children_5_14;male_children_0_4;female_children_0_4;dep_ratio;head_age;head_age_cat;head_gender;head_education;incsource_biggest1;incsource_biggest2;hh_income_perc_cocoa;hh_income_perc_othercrops;hh_income_perc_livestock;hh_income_perc_fish;hh_income_perc_bushproducts;hh_income_perc_farmlabour;hh_income_perc_nonaglabour;hh_income_perc_smallbusiness;hh_income_perc_comp;hh_income_perc_govt;hh_income_perc_landsalelease;hh_income_perc_remittances;hh_income_perc_other;n_crops_produced;n_crops_sold;crops_important1;crops_important2;all_land_known_yn;all_land_cultivated_ha;all_land_owned_ha;all_land_leased_ha;all_land_scrop_abunu_ha;all_land_scrop_abusa_ha;all_land_fallow_ha;all_land_numlandparcels;all_land_leasedout_yn;all_land_leasedout_landunit_ha;cocoa_land_known_yn;cocoa_land_used_ha;cocoa_land_used_morethan5_ha;cocoa_land_owned_ha;cocoa_land_leased_ha;cocoa_land_scrop_abunu_ha;cocoa_land_scrop_abusa_ha;cocoa_land_numlandparcels;cocoa_intercrop_yn;cocoa_prod_known_yn;cocoa_prod_total_kgs;cocoa_prod_total_kgsha;cocoa_valueproduction_usd;cocoa_valueproduction_usd_ha;cocoa_gfert_yn;cocoa_lfert_yn;cocoa_herb_yn;cocoa_pest_yn;cocoa_fung_yn;cocoa_ferment_yn;cocoa_marketing_income_yn;cocoa_marketing_income_usd;cocoa_marketing_income_usdha;cocoa_certification_yn;cocoa_certification_clean_yn;cocoa_prodgroup_hhmem;cocoa_credit_yn;loan_lastyear_yn;loan_amount_usd;ls_dairy_cattle;ls_cows_bulls;ls_horses_donkeys_mules;ls_goats;ls_pigs;ls_rabbits;ls_grasscutter;ls_sheep;ls_chickens;ls_other_poultry;ls_other;foodsec1;foodsec2;foodsec3;foodsec4;foodsec5;foodsec6;foodsec7;foodsec8;foodsec9;foodsec10;foodsec11;foodsec12;instanceid;hh_income_1;hh_income_2;hh_income_3;hh_income_4;hh_income_5;hh_income_6;hh_income_7;hh_income_8;hh_income_9;hh_income_10;hh_income_11;hh_income_12;hh_income_13;n_hh_incomes;dhs;dhs_combined;dhs_quintile;PPI_SCORE;PPI_100_Nat;PPI_125dollar_day;PPI_200dollar_day;PPI_250dollar_day;PPI_190dollar_day;PPI_310dollar_day;non_cocoa_land;share_cocoa_land
8;0;0;2;2;1;2;0;1;1;48;6;1;2;1;2;0,55;0,35;0;0;0;0;0;0,1;0;0;0;0;0;6;4;10;35;1;5,2609215;5,2609215;0;0;0;1,2140588;5;0;;1;2,4281175;2,0234313;2,4281175;0;0;0;3;1;1;576;284,66498;998,937;493,68466;0;1;1;1;0;1;0;;;0;0;0;0;1;182,812;1;1;1;3;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:5575900b-2bfb-41ed-a691-6d854d5d6fa1;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,6183683;-0,17029732;2;39;29;3,7;16,2;31,4;7,9;35,4;2,832804;0,46153843
14;0;0;0;4;1;6;1;2;2,5;60;7;2;0;1;2;0,65;0,35;0;0;0;0;0;0;0;0;0;0;0;11;4;10;35;1;3,3075;3,3075;0;0;0;0;4;0;;1;2,205;1,65375;2,205;0;0;0;3;1;0;;;;;0;1;1;1;0;1;;;;2;0;1;0;0;;1;1;1;4;1;1;1;1;1;1;1;3;3;2;2;2;2;3;2;3;3;3;3;uuid:755fbde1-96ab-4679-80f9-9936903ff314;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,014797485;-0,5614112;1;16;66,8;24,5;55,2;71,5;39,9;74,7;1,1025;0,6666667
10;0;0;1;1;1;1;3;3;4;42;5;1;1;1;2;0,5;0,4;0;0;0;0;0;0,1;0;0;0;0;0;3;3;10;35;0;;;;;;;;;;0;;;;;;;;0;1;;;;;0;0;1;0;0;1;1;1149,104;;1;1;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;2;2;2;3;3;2;3;3;3;uuid:10e8582a-7d77-450c-a4f8-cdbfc37ec676;1;1;0;0;0;0;0;1;0;0;0;0;0;3;;;;21;63,8;19,5;49,1;67;32,6;70,6;;
8;0;0;2;2;1;1;1;1;1;46;6;1;2;2;10;0;0,6;0;0;0;0,05;0;0;0;0,25;0;0;0,1;6;2;38;8;1;3,2374902;0,40468627;1,6187451;1,2140588;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:f1fc19f1-2f06-4cec-bb6b-88a16e462c6a;0;1;0;0;0;1;0;0;0;1;0;0;1;4;-0,17055899;-0,68152225;1;34;40,2;7,2;27,1;41,3;16,5;45,4;;
4;0;0;3;0;1;0;0;0;0,33333334;48;6;2;1;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;5;2;24;35;1;0,40468627;0,40468627;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:c3c13783-9d2c-493f-b369-31c7527f3b83;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0,1827044;-0,45260754;2;32;40,2;7,2;27,1;41,3;16,5;45,4;;
8;0;0;3;2;1;1;1;0;0,6;59;7;1;2;1;8;0,55;0,2;0;0,15;0;0;0;0,1;0;0;0;0;0;4;4;10;24;1;5,292;5,292;0;0;0;0;4;0;;1;5,292;4,4982;5,292;0;0;0;4;1;1;3840;853,6748;6659,5796;1480,4988;0;0;0;1;1;1;;;;2;0;0;0;0;;1;3;1;1;1;1;1;2;3;2;1;3;3;3;2;2;2;2;3;3;3;3;3;uuid:c69102ca-0885-49ec-b7ef-96d8455cd6e3;1;1;0;1;0;0;0;1;0;0;0;0;0;4;-0,78549206;-1,0799989;1;33;40,2;7,2;27,1;41,3;16,5;45,4;0;1
6;0;0;2;1;2;1;0;0;1;42;5;1;2;1;2;0,7;0;0;0;0;0;0;0,3;0;0;0;0;0;3;3;10;8;1;3,2374902;3,2374902;0;0;0;0;1;0;;1;2,4281175;0,40468627;2,4281175;0;0;0;1;0;1;320;790,73596;554,96497;1371,3462;0;0;0;1;1;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:b6622a87-2f0b-4c99-85bd-a5c11464da0f;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0,4109945;-0,30467555;2;33;40,2;7,2;27,1;41,3;16,5;45,4;0,80937266;0,74999994
2;0;0;0;1;1;0;0;0;1;52;6;2;2;1;8;0,5;0,15;0;0;0;0;0;0,2;0;0;0;0,15;0;3;3;10;35;1;0,6174;0;0;0,5292;0;0;2;;;1;0,5292;0,5292;0;0;0,5292;0;2;1;1;179,2;338,62433;310,7804;587,2645;0;0;1;0;0;1;;;;1;1;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:60780858-a75e-41e7-a2be-6e2cce9f37e3;1;1;0;0;0;0;0;1;0;0;0;1;0;4;0,50497186;-0,24377823;2;53;7,2;0,4;2,5;6,8;1;9,5;0,08819997;0,8571429
6;0;0;2;1;1;1;0;1;1;42;5;1;2;8;1;0,1;0;0;0;0;0;0;0,9;0;0;0;0;0;2;1;10;24;1;1,6187451;0;0;0,40468627;1,2140588;0;2;;;1;0,40468627;0,40468627;0;0;0,40468627;0;1;0;1;31,999998;79,07359;55,496494;137,13461;0;0;0;0;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:30a33374-394c-47c5-949b-1d090c6f65cf;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0,9702338;0,0577115;3;48;11,7;0,6;5,3;12,8;2,4;16,1;1,2140589;0,25
7;1;0;4;2;0;0;0;0;0,16666667;52;6;2;0;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;8;5;10;24;1;5,2609215;6,070294;0;0;0;0,80937254;3;0;;1;4,451549;2,8328037;4,451549;0;0;0;2;1;1;640;225,92458;1109,9299;391,8132;0;1;0;1;1;1;0;;;2;0;0;0;1;26,116;1;1;1;1;2;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:d90a63ef-9b07-4d35-8b2f-38362e1f6ffa;1;1;0;0;0;0;0;0;0;0;0;0;0;2;-0,42890334;-0,84892935;1;40;19,6;2,5;11,6;20,7;5,1;24;0,8093724;0,84615386
6;0;1;2;1;0;0;1;1;1;21;3;2;2;1;2;0,6;0,2;0,1;0;0;0;0;0;0;0;0;0,1;0;2;2;10;8;1;0,3528;0,3528;0;0;0;0;1;0;;1;0,3528;0,28224;0,3528;0;0;0;1;1;1;256;907,0295;443,97202;1573,03;0;0;1;0;0;1;;;;1;1;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;2;3;3;3;3;3;3;uuid:24a150ef-23d8-41d4-9c17-d2b88526df6c;1;1;1;0;0;0;0;0;0;0;0;1;0;4;-0,06932976;-0,61592567;1;24;63,8;19,5;49,1;67;32,6;70,6;0;1
9;0;0;3;2;2;0;2;0;0,8;48;6;1;2;1;13;0,5;0;0;0;0;0;0;0,3;0;0;0;0;0,2;3;1;24;8;1;3,3075;3,3075;0;0;0;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:617c0714-abc3-494d-8471-47d5eeb2fe79;1;0;0;0;0;0;0;1;0;0;0;0;1;3;0,34185794;-0,34947607;2;39;29;3,7;16,2;31,4;7,9;35,4;;
7;0;0;1;2;1;1;1;1;1,3333334;35;4;2;0;1;4;0,65;0;0;0,35;0;0;0;0;0;0;0;0;0;5;3;10;24;0;;;;;;;;;;0;;;;;;;;1;0;;;;;0;0;0;1;1;1;;;;2;0;0;0;0;;1;1;1;4;1;1;1;4;3;1;1;3;3;3;3;2;3;2;3;3;3;3;3;uuid:6ebd14fd-e9e2-42dd-ad98-ffcbd09ad61f;1;0;0;1;0;0;0;0;0;0;0;0;0;2;;;;32;40,2;7,2;27,1;41,3;16,5;45,4;;
9;0;0;1;1;3;2;1;1;3,5;49;6;1;3;1;2;0,6;0,35;0,05;0;0;0;0;0;0;0;0;0;0;3;3;10;30;1;4,0468626;4,0468626;0;0;0;0;2;0;;1;2,0234313;2,0234313;2,0234313;0;0;0;2;1;1;512;253,03552;887,9439;438,83078;1;1;1;1;0;1;1;809,596;400,11044;1;1;0;0;1;391,74;1;1;1;3;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:f5a5eed1-5955-4f11-bcc5-ea55caaaacd8;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0,01677796;-0,56012785;1;30;40,2;7,2;27,1;41,3;16,5;45,4;2,0234313;0,5
14;1;0;1;1;1;1;5;4;6;66;8;1;3;1;0;0,6;0;0,4;0;0;0;0;0;0;0;0;0;0;1;1;10;49;1;1,2348;1,2348;0;0;0;0;3;0;;0;;;;;;;;0;1;;;;;1;1;1;1;0;1;;;;1;1;0;0;1;731,248;1;1;1;4;1;1;1;1;3;1;1;2;2;3;2;3;2;3;3;3;3;3;3;uuid:a60194b9-6635-469c-bfce-34f35bf1d171;1;0;1;0;0;0;0;0;0;0;0;0;0;2;0,21430165;-0,43213254;2;42;19,6;2,5;11,6;20,7;5,1;24;;
3;0;0;1;2;0;0;0;0;0;59;7;1;2;1;8;0,7;0;0;0;0;0;0;0,3;0;0;0;0;0;4;1;10;35;1;4,451549;4,451549;0;0;0;0;1;0;;1;4,0468626;3,6421764;4,0468626;0;0;0;1;1;1;576;158,1472;998,937;274,26926;0;1;1;1;1;1;0;;;2;0;1;0;0;;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:97b79fee-3a75-4dee-8ae2-b15a05fc2bf3;1;0;0;0;0;0;0;1;0;0;0;0;0;2;-0,001242979;-0,5718055;1;52;7,2;0,4;2,5;6,8;1;9,5;0,40468645;0,9090909
3;0;0;0;3;0;0;0;0;0;65;7;2;1;1;2;0,5;0,4;0,1;0;0;0;0;0;0;0;0;0;0;4;4;10;2;1;6,070294;6,070294;0;0;0;0;3;0;;1;4,451549;3,6421764;4,451549;0;0;0;2;1;1;512;140,57529;887,944;243,79488;0;1;0;1;1;1;1;887,944;243,79489;1;1;0;0;1;39,174;1;1;1;1;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:f14b94af-1988-4b19-b77f-ae4fa032285e;1;1;1;0;0;0;0;0;0;0;0;0;0;3;0,07276102;-0,52385086;2;49;11,7;0,6;5,3;12,8;2,4;16,1;1,6187449;0,73333335
2;0;0;1;1;0;0;0;0;0;54;6;1;1;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;2;2;10;8;1;1,2140588;1,2140588;0;0;0;0;1;0;;1;1,0117157;1,0117157;1,0117157;0;0;0;1;0;1;351,99997;347,92383;610,4615;603,39233;0;0;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:3da90635-48eb-40e8-8455-0f67db08dce1;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,36005878;-0,33768192;2;53;7,2;0,4;2,5;6,8;1;9,5;0,2023431;0,8333334
10;0;0;2;1;2;2;2;1;2,3333333;36;5;1;2;1;13;0,4;0,15;0,15;0,05;0;0;0;0,2;0;0;0;0,05;0;3;3;10;12;1;4,0468626;4,0468626;0;0;0;0;1;0;;1;4,0468626;4,0468626;4,0468626;0;0;0;1;0;1;640;158,1472;1109,93;274,26926;0;1;1;1;1;1;1;940,176;232,3222;1;1;0;0;0;;1;1;1;3;1;1;1;1;1;1;2;3;3;3;2;2;3;3;3;3;3;3;3;uuid:ac9df7b6-a328-4e97-95fb-4c84f4d8a8f6;1;1;1;1;0;0;0;1;0;0;0;1;0;6;0,23033416;-0,42174345;2;33;40,2;7,2;27,1;41,3;16,5;45,4;0;1
5;0;2;3;0;0;0;0;0;0,6666667;81;8;2;2;1;8;0,5;0,1;0;0;0;0;0;0,4;0;0;0;0;0;2;2;38;24;1;1,2140588;1,2140588;0;0;0;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:254bce8f-7793-4bc6-9e6a-26563e461c35;1;1;0;0;0;0;0;1;0;0;0;0;0;3;1,3580626;0,30902457;3;48;11,7;0,6;5,3;12,8;2,4;16,1;;
8;0;2;5;1;0;0;0;0;0,33333334;95;8;2;0;1;2;0,7;0,15;0,05;0;0;0;0;0;0;0;0;0,05;0,05;4;4;10;35;1;3,2374902;3,2374902;0;0;0;0;1;0;;1;3,2374902;2,0234313;3,2374902;0;0;0;1;1;1;768;379,55328;1331,916;658,2462;0;0;0;1;1;1;0;;;1;0;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:b3ec9495-787e-4c8f-aa27-d323c74da63c;1;1;1;0;0;0;0;0;0;0;0;1;1;5;0,7276057;-0,099511504;2;43;19,6;2,5;11,6;20,7;5,1;24;0;1
6;0;0;2;2;1;1;0;0;0,5;24;3;2;4;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;7;3;10;35;1;6,8796663;4,0468626;0;2,832804;0;2,4281175;4;0;;1;4,856235;2,0234313;2,0234313;0;2,832804;0;4;1;1;640;316,2944;1109,93;548,5385;0;1;0;1;1;1;1;1109,93;548,5385;0;0;0;0;0;;1;1;1;3;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:9b8552a3-459b-459e-a25d-35a1863578f6;1;1;0;0;0;0;0;0;0;0;0;0;0;2;0,94843745;0,04358747;3;68;1,1;0;0,2;0,7;0,1;1,3;2,0234313;0,7058824
4;1;0;1;0;0;2;0;0;3;92;8;1;2;1;2;0,6;0,2;0;0;0;0;0;0;0;0,1;0;0,1;0;4;3;10;35;1;8,093725;3,2374902;2,0234313;1,6187451;0;1,2140588;4;0;;1;2,832804;2,0234313;2,832804;0;0;0;3;1;1;320;158,1472;554,965;274,26926;0;1;0;1;1;1;1;548,436;271,04254;0;0;0;0;0;;1;1;1;3;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:9c48ab14-658c-4c4c-b66e-f49528414030;1;1;0;0;0;0;0;0;0;1;0;1;0;4;-0,18839602;-0,6930806;1;34;40,2;7,2;27,1;41,3;16,5;45,4;5,2609215;0,35000002
4;0;0;1;1;1;0;1;0;1;34;4;2;0;8;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;10;;1;0,80937254;0;0;0,80937254;0;0;1;;;1;0,80937254;0,80937254;0;0;0,80937254;0;1;0;1;25;30,888124;43,35664;53,56821;0;0;0;0;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:b81125ed-339c-4c10-9aad-c589cc5240b5;0;0;0;0;0;0;0;1;0;0;0;0;0;1;-0,034767184;-0,59352916;1;28;53,3;12,1;38,5;57,1;25,1;62,1;0;1
9;0;0;4;1;2;1;0;1;0,8;46;6;1;2;1;9;0,6;0;0;0;0;0;0;0,15;0,25;0;0;0;0;4;4;10;35;1;4,0468626;5,2609215;0;0;0;1,2140588;2;0;;1;2,4281175;1,6187451;2,4281175;0;0;0;1;1;1;1088;672,1256;1886,881;1165,6443;0;1;0;1;1;1;1;914,06;564,672;1;1;0;0;0;;1;1;1;1;1;1;1;1;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:7e4c5b07-f21d-4d20-a07d-8cb9b5d9c3b5;1;0;0;0;0;0;0;1;1;0;0;0;0;3;0,8731196;-0,005218504;3;44;19,6;2,5;11,6;20,7;5,1;24;1,6187451;0,59999996
6;0;0;1;2;1;2;0;0;1;64;7;2;3;2;1;0,3;0,5;0;0;0;0;0;0;0;0;0;0,2;0;10;5;10;8;1;3,2374902;3,2374902;0;0;0;1,2140588;2;1;0,80937254;1;3,2374902;2,3633678;3,2374902;0;0;0;2;1;1;831,99994;352,03998;1442,9089;610,5308;0;0;0;1;0;1;;;;2;0;0;0;1;522,32;1;1;1;1;1;1;1;1;2;1;1;3;3;1;1;1;2;2;2;3;3;3;3;uuid:fa934858-1f7f-4b3f-8b76-3865d4d6bbe1;1;1;0;0;0;0;0;0;0;0;0;1;0;3;0,8800298;-7,41E-04;3;33;40,2;7,2;27,1;41,3;16,5;45,4;0;1
5;0;0;2;1;1;1;0;0;0,6666667;54;6;1;3;1;10;0,5;0,1;0;0;0;0;0;0,05;0;0,35;0;0;0;4;2;10;35;1;2,832804;1,2140588;0;1,2140588;0;0,40468627;2;0;;1;2,4281175;1,2140588;1,2140588;0;1,2140588;0;2;1;1;768,00006;632,58887;1331,9161;1097,0771;0;1;0;1;0;1;1;783,48;645,3394;1;1;0;0;0;;1;1;1;2;1;1;1;2;3;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:bd42423a-937b-47d4-8ac5-a4836be66f17;1;1;0;0;0;0;0;1;0;1;0;0;0;4;1,039009;0,102277815;3;67;1,1;0;0,2;0,7;0,1;1,3;0,40468645;0,8571428
8;0;0;0;5;1;1;1;0;0,6;65;7;2;0;1;1;0,9;0;0;0;0;0;0;0,1;0;0;0;0;0;3;1;10;48;1;2,832804;0;0;2,832804;0;0;1;;;1;2,832804;2,832804;0;0;2,832804;0;1;0;1;512;180,73965;887,944;313,45056;1;1;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;2;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:7e4662b2-1038-41df-8c94-69ce7f20de8a;1;0;0;0;0;0;0;1;0;0;0;0;0;2;0,32548895;-0,36008316;2;27;53,3;12,1;38,5;57,1;25,1;62,1;0;1
8;0;0;2;3;2;0;0;1;0,6;44;5;1;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;4;2;10;30;1;6,070294;4,856235;0;0;1,2140588;0;1;0;;1;1,2140588;1,2140588;0;0;0;1,2140588;1;0;1;1024;843,4518;1775,8881;1462,7694;1;1;0;1;1;1;1;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:d325d9a4-0af6-40bc-9969-965e01daf464;1;0;0;0;0;0;0;0;0;0;0;0;0;1;-0,086974785;-0,6273597;1;22;63,8;19,5;49,1;67;32,6;70,6;4,856235;0,2
6;0;1;1;4;0;0;0;0;0,2;36;5;2;2;8;13;0,1;0;0;0;0;0,05;0;0,5;0;0;0;0,05;0,3;3;1;10;8;1;0,826875;0,826875;0;0;0;0,275625;1;0;;1;0,826875;0,826875;0,826875;0;0;0;1;0;1;64,00001;77,39986;110,993004;134,2319;0;1;0;1;0;1;0;;;2;0;0;0;0;;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:346bd1e6-e18f-44b8-8dd5-9412f978cd72;1;0;0;0;0;1;0;1;0;0;0;1;1;5;0,15577415;-0,47005835;2;;;;;;;;0;1
7;0;0;4;3;0;0;0;0;0;65;7;1;3;2;1;0,3;0,5;0;0;0;0;0;0,2;0;0;0;0;0;7;6;10;27;1;0,882;0,882;0;0;0;0,7056;3;0;;1;0,3528;;0,3528;0;0;0;1;1;1;;;;;1;0;1;1;0;1;;;;0;0;0;1;1;261,16;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:ba4e448d-bf78-482e-a71b-c7ae4083c400;1;1;0;0;0;0;0;1;0;0;0;0;0;3;0,52226543;-0,232572;2;41;19,6;2,5;11,6;20,7;5,1;24;0,5292;0,4
4;0;0;2;2;0;0;0;0;0;48;6;2;1;2;2;0;0,9;0;0;0;0,1;0;0;0;0;0;0;0;6;4;24;30;1;1,8210882;2,4281175;0;0;0;0,6070294;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;26,116;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:9b60dc00-50df-4cd5-868b-d353bbc33bb2;0;1;0;0;0;1;0;0;0;0;0;0;0;2;;;;50;7,2;0,4;2,5;6,8;1;9,5;;
4;0;0;3;1;0;0;0;0;0;58;7;1;1;1;8;0,5;0,15;0;0;0;0;0;0,3;0;0;0;0,05;0;8;8;10;35;1;2,832804;0;0;2,832804;0;0;1;;;1;2,832804;1,2140588;0;0;2,832804;0;1;1;1;832;685,30457;1442,9089;1188,5001;0;1;0;1;1;1;0;;;1;0;0;0;1;261,16;1;1;1;3;1;1;1;1;2;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:f680fae3-f8c1-47fe-bbfb-308ebf3a3560;1;1;0;0;0;0;0;1;0;0;0;1;0;4;0,07748701;-0,52078843;2;62;2,2;0;1;2,1;0,4;2,9;0;1
2;0;0;1;0;0;1;0;0;1;35;4;1;0;2;2;0;1;0;0;0;0;0;0;0;0;0;0;0;7;6;30;27;1;3,6421764;3,6421764;0;0;0;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;1;1;1;1;1;1;1;1;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:1dd91059-0746-4a62-b009-01ca56ee80ed;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0,09873218;-0,50702155;2;40;19,6;2,5;11,6;20,7;5,1;24;;
6;0;0;2;1;2;1;0;0;1;17;3;1;2;1;2;0,5;0,2;0;0;0;0;0;0,15;0;0;0;0,15;0;6;4;10;35;1;3,6421764;1,6187451;0;2,0234313;0;1,2140588;2;0;;1;2,832804;1,2140588;1,2140588;0;1,6187451;0;2;1;1;447,99997;369,01013;776,9509;639,96155;0;1;1;1;0;1;0;;;0;0;0;0;0;;1;1;1;2;1;1;1;1;2;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:3efb3b7b-ff0f-4082-a8bb-ef43adb596dc;1;1;0;0;0;0;0;1;0;0;0;1;0;4;-0,20991082;-0,7070222;1;23;63,8;19,5;49,1;67;32,6;70,6;0,8093724;0,7777778
6;1;0;1;1;0;3;0;0;2;69;8;1;0;1;2;0,6;0,4;0;0;0;0;0;0;0;0;0;0;0;4;2;10;35;0;;;;;;;;;;0;;;;;;;;1;1;;;;;0;0;0;1;1;1;0;;;0;0;0;0;1;52,232;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;uuid:3c396263-8adc-47b3-87ec-108506fa7643;1;1;0;0;0;0;0;0;0;0;0;0;0;2;;;;33;40,2;7,2;27,1;41,3;16,5;45,4;;
10;1;0;0;3;4;1;1;0;2,3333333;68;8;1;1;1;2;0,6;0,32;0;0;0;0;0;0;0;0;0;0,08;0;4;3;10;24;1;3,2374902;11,331216;0;0;0;3,2374902;2;0;;1;2,4281175;1,8210882;2,4281175;0;0;0;1;1;1;;;;;0;1;0;0;1;1;0;;;1;1;0;0;0;;1;1;1;1;1;1;1;1;3;1;2;3;3;3;3;3;3;3;3;3;3;3;3;uuid:71ce8241-8f6f-4f69-9c94-f7511f304b4e;1;1;0;0;0;0;0;0;0;0;0;1;0;3;-0,017792294;-0,5825294;1;25;53,3;12,1;38,5;57,1;25,1;62,1;0,80937266;0,74999994
5;1;0;1;3;0;0;0;0;0,25;65;7;1;2;1;2;0,8;0,15;0;0;0;0;0;0,05;0;0;0;0;0;5;3;10;24;0;;;;;;;;;;1;10,117157;0;;;;;1;1;1;;;;;1;1;0;1;1;1;0;;;0;0;1;0;0;;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;uuid:86ae3c27-19e5-406b-a9d1-ed937e1f21fc;1;1;0;0;0;0;0;1;0;0;0;0;0;3;;;;54;7,2;0,4;2,5;6,8;1;9,5;;
4;0;0;1;2;0;1;0;0;0,33333334;65;7;1;1;2;1;0,3;0,5;0;0;0;0;0;0,1;0;0;0;0,1;0;9;8;10;35;1;9,307784;9,307784;0;0;0;1,2140588;1;0;;1;8,093725;6,4749804;8,093725;0;0;0;1;1;1;1664;256,9892;2885,8179;445,6875;1;0;0;1;1;1;0;;;0;0;0;0;0;;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:0dc186f2-5cf1-4209-a897-a4585cb67ed4;1;1;0;0;0;0;0;1;0;0;0;1;0;4;0,46754557;-0,26803046;2;47;11,7;0,6;5,3;12,8;2,4;16,1;1,2140589;0,8695652
16;0;0;8;2;2;0;2;2;0,6;49;6;1;1;1;2;0,35;0,2;0,15;0;0;0;0;0,3;0;0;0;0;0;5;4;10;17;1;3,6421764;3,6421764;0;0;0;0;3;0;;1;2,4281175;1,6187451;2,4281175;0;0;0;2;1;1;768;474,4416;1331,916;822,80774;0;1;0;1;1;1;1;1331,916;822,80774;1;1;0;0;1;652,9;1;1;1;2;1;1;1;3;4;1;1;2;2;2;2;2;2;2;2;2;2;2;2;uuid:9b9360bc-668c-4a51-8d7d-8a5d810a88bc;1;1;1;0;0;0;0;1;0;0;0;0;0;4;0,22657682;-0,4241782;2;42;19,6;2,5;11,6;20,7;5,1;24;1,2140589;0,6666666
